Date,Time,Open,High,Low,Close
03/31/2000,00:00,8280.5,8358.5,8170.5,8210.5
04/03/2000,00:00,8216.5,8288.5,8049.0,8080.0
04/04/2000,00:00,8125.5,8213.5,8108.5,8187.5
04/05/2000,00:00,8127.5,8183.0,7850.5,7951.5
04/06/2000,00:00,8012.5,8119.5,7957.5,8093.5
04/07/2000,00:00,8125.5,8165.5,8032.0,8155.5
04/10/2000,00:00,8205.5,8245.5,8143.0,8170.5
04/11/2000,00:00,8020.5,8118.0,8010.5,8080.0
04/12/2000,00:00,8107.5,8153.0,8047.0,8055.5
04/13/2000,00:00,7955.5,8083.5,7928.5,8079.5
04/14/2000,00:00,7985.5,8040.5,7795.5,7830.5
04/17/2000,00:00,7585.5,7820.5,7542.5,7809.5
04/18/2000,00:00,7879.5,7891.0,7724.0,7852.5
04/19/2000,00:00,7925.5,7930.0,7770.5,7838.0
04/20/2000,00:00,7837.5,7862.0,7797.5,7825.5
04/25/2000,00:00,7796.5,7964.0,7721.5,7928.5
04/26/2000,00:00,7975.5,8078.5,7939.0,8011.0
04/27/2000,00:00,8010.5,8050.0,7778.5,7825.5
04/28/2000,00:00,7925.5,8066.5,7896.5,8066.5
05/02/2000,00:00,8100.5,8197.0,8095.5,8185.5
05/03/2000,00:00,8128.5,8204.0,7980.5,7985.5
05/04/2000,00:00,7990.5,8054.5,7946.5,8014.0
05/05/2000,00:00,8035.5,8135.0,7960.5,8131.5
05/08/2000,00:00,8136.5,8157.5,8008.5,8028.0
05/09/2000,00:00,8015.5,8031.0,7853.0,7882.5
05/10/2000,00:00,7855.5,7957.5,7723.5,7747.5
05/11/2000,00:00,7688.5,7904.5,7637.0,7898.5
05/12/2000,00:00,7896.5,7955.5,7825.0,7888.0
05/15/2000,00:00,7899.5,7899.5,7814.5,7825.5
05/16/2000,00:00,7886.5,8025.5,7874.0,8008.5
05/17/2000,00:00,7971.5,7971.5,7815.5,7834.5
05/18/2000,00:00,7810.5,7882.5,7775.5,7780.5
05/19/2000,00:00,7773.5,7773.5,7574.0,7616.0
05/22/2000,00:00,7608.5,7660.5,7441.0,7541.0
05/23/2000,00:00,7597.5,7639.0,7498.5,7552.5
05/24/2000,00:00,7436.5,7489.5,7417.0,7468.5
05/25/2000,00:00,7518.5,7618.0,7503.5,7567.5
05/26/2000,00:00,7487.5,7594.0,7446.5,7563.5
05/29/2000,00:00,7619.5,7648.0,7600.0,7641.5
05/30/2000,00:00,7657.5,7773.0,7652.5,7735.5
05/31/2000,00:00,7815.5,7820.5,7717.5,7735.5
06/01/2000,00:00,7775.5,7895.5,7765.0,7883.5
06/02/2000,00:00,7871.5,8075.5,7860.5,8051.5
06/05/2000,00:00,8051.5,8061.0,7966.5,8007.5
06/06/2000,00:00,8025.5,8080.5,7911.5,7968.0
06/07/2000,00:00,7925.5,7939.5,7857.0,7902.5
06/08/2000,00:00,7939.5,8003.5,7821.5,7878.5
06/09/2000,00:00,7903.5,7970.0,7838.0,7842.5
06/12/2000,00:00,7885.5,7926.0,7829.5,7845.5
06/13/2000,00:00,7841.5,7920.5,7778.5,7877.5
06/14/2000,00:00,7900.5,7985.0,7856.5,7963.5
06/15/2000,00:00,7953.5,7997.0,7927.5,7955.5
06/16/2000,00:00,8067.0,8070.5,7925.5,7948.0
06/19/2000,00:00,7875.5,7915.5,7816.5,7911.0
06/20/2000,00:00,7922.0,7952.5,7883.0,7903.0
06/21/2000,00:00,7885.5,7923.5,7771.5,7818.5
06/22/2000,00:00,7830.5,7855.5,7701.5,7741.5
06/23/2000,00:00,7740.5,7761.5,7659.5,7660.5
06/26/2000,00:00,7655.5,7769.0,7642.5,7710.5
06/27/2000,00:00,7715.5,7743.5,7638.0,7719.0
06/28/2000,00:00,7743.5,7747.0,7677.5,7735.5
06/29/2000,00:00,7725.5,7725.5,7513.5,7547.5
06/30/2000,00:00,7580.5,7625.5,7539.0,7555.5
07/03/2000,00:00,7575.5,7634.0,7506.5,7634.0
07/04/2000,00:00,7590.5,7648.5,7573.0,7615.5
07/05/2000,00:00,7624.5,7760.0,7610.5,7641.5
07/06/2000,00:00,7620.5,7648.0,7560.5,7626.0
07/07/2000,00:00,7647.0,7722.0,7576.5,7713.5
07/10/2000,00:00,7730.0,7793.5,7693.5,7731.5
07/11/2000,00:00,7715.5,7727.0,7619.0,7661.5
07/12/2000,00:00,7692.0,7764.5,7678.5,7731.0
07/13/2000,00:00,7726.5,7854.0,7667.5,7849.5
07/14/2000,00:00,7856.5,8003.5,7827.5,7984.5
07/17/2000,00:00,8011.0,8085.5,7983.0,8078.5
07/18/2000,00:00,8050.5,8115.5,8015.5,8049.5
07/19/2000,00:00,8049.5,8056.0,7979.5,8020.5
07/20/2000,00:00,7990.5,8150.5,7985.5,8145.5
07/21/2000,00:00,8136.5,8155.0,8030.5,8040.0
07/24/2000,00:00,8011.0,8086.0,7962.5,7964.5
07/25/2000,00:00,7956.5,8012.5,7948.0,7990.5
07/26/2000,00:00,8001.5,8010.5,7904.0,7925.5
07/27/2000,00:00,7924.5,7983.5,7818.0,7833.0
07/28/2000,00:00,7836.5,7876.5,7720.5,7775.5
07/31/2000,00:00,7775.5,7902.5,7756.5,7876.5
08/01/2000,00:00,7876.5,7881.5,7741.0,7799.5
08/02/2000,00:00,7820.5,7846.5,7714.5,7768.5
08/03/2000,00:00,7721.5,7741.0,7599.5,7645.5
08/04/2000,00:00,7676.5,7750.5,7647.5,7665.5
08/07/2000,00:00,7690.5,7779.5,7679.5,7775.5
08/08/2000,00:00,7760.5,7835.0,7725.5,7786.5
08/09/2000,00:00,7814.5,7906.0,7813.5,7880.5
08/10/2000,00:00,7855.5,7951.0,7852.5,7912.5
08/11/2000,00:00,7905.5,7967.5,7861.5,7956.5
08/14/2000,00:00,7971.5,8004.5,7932.5,7953.5
08/15/2000,00:00,7999.5,8010.0,7913.5,7926.0
08/16/2000,00:00,7945.5,7998.5,7925.0,7961.5
08/17/2000,00:00,7960.5,7968.5,7840.5,7902.5
08/18/2000,00:00,7905.5,7954.5,7849.5,7853.0
08/21/2000,00:00,7880.5,7880.5,7779.5,7818.5
08/22/2000,00:00,7840.5,7916.5,7834.0,7879.5
08/23/2000,00:00,7885.5,7885.5,7780.5,7844.5
08/24/2000,00:00,7900.5,7906.0,7836.5,7840.5
08/25/2000,00:00,7866.5,7962.5,7857.5,7950.5
08/28/2000,00:00,7961.5,8024.5,7931.5,7968.5
08/29/2000,00:00,7948.0,7952.0,7895.5,7910.5
08/30/2000,00:00,7897.5,7899.5,7796.5,7802.0
08/31/2000,00:00,7818.5,7873.5,7785.5,7865.5
09/01/2000,00:00,7847.5,8018.0,7847.5,7976.0
09/04/2000,00:00,7980.5,8073.5,7979.5,8069.0
09/05/2000,00:00,8064.0,8064.0,7988.5,8011.5
09/06/2000,00:00,8005.5,8051.5,7930.5,7935.0
09/07/2000,00:00,7912.5,7999.5,7902.0,7985.5
09/08/2000,00:00,7994.0,8005.5,7861.5,7872.0
09/11/2000,00:00,7864.5,7883.5,7807.0,7830.0
09/12/2000,00:00,7790.5,7812.5,7738.5,7751.0
09/13/2000,00:00,7753.5,7774.5,7601.0,7619.5
09/14/2000,00:00,7635.5,7703.5,7609.5,7656.5
09/15/2000,00:00,7725.5,7768.5,7660.0,7707.5
09/18/2000,00:00,7635.5,7667.5,7556.5,7570.5
09/19/2000,00:00,7560.5,7616.0,7532.0,7615.5
09/20/2000,00:00,7641.5,7650.0,7407.0,7429.0
09/21/2000,00:00,7483.5,7494.0,7261.0,7344.5
09/22/2000,00:00,7170.5,7412.0,7170.0,7397.5
09/25/2000,00:00,7450.5,7500.5,7424.0,7450.5
09/26/2000,00:00,7430.0,7520.5,7406.5,7430.0
09/27/2000,00:00,7400.5,7538.0,7391.5,7453.5
09/28/2000,00:00,7467.5,7525.5,7398.0,7523.5
09/29/2000,00:00,7500.5,7561.5,7447.0,7480.0
10/02/2000,00:00,7455.5,7582.5,7441.0,7550.5
10/04/2000,00:00,7530.5,7567.0,7429.5,7499.0
10/05/2000,00:00,7514.5,7583.5,7501.0,7546.0
10/06/2000,00:00,7565.5,7592.5,7375.5,7407.5
10/09/2000,00:00,7402.5,7423.5,7288.5,7350.0
10/10/2000,00:00,7379.5,7397.0,7325.5,7345.5
10/11/2000,00:00,7265.5,7306.5,7131.0,7228.0
10/12/2000,00:00,7255.5,7310.5,7035.5,7098.5
10/13/2000,00:00,7075.5,7305.5,7040.5,7293.5
10/16/2000,00:00,7345.5,7349.5,7237.0,7283.5
10/17/2000,00:00,7281.0,7328.0,7188.0,7195.0
10/18/2000,00:00,7150.0,7174.5,6947.5,7140.0
10/19/2000,00:00,7165.5,7278.0,7153.0,7244.5
10/20/2000,00:00,7281.5,7313.0,7189.0,7273.5
10/23/2000,00:00,7298.5,7303.0,7191.0,7288.0
10/24/2000,00:00,7292.5,7489.5,7257.5,7473.5
10/25/2000,00:00,7412.0,7460.5,7345.5,7409.0
10/26/2000,00:00,7385.5,7504.5,7380.5,7390.0
10/27/2000,00:00,7490.5,7583.5,7477.0,7576.5
10/30/2000,00:00,7564.5,7603.5,7526.5,7598.5
10/31/2000,00:00,7604.5,7741.5,7600.5,7729.5
11/01/2000,00:00,7738.5,7749.5,7659.0,7710.5
11/02/2000,00:00,7722.5,7789.5,7706.5,7733.5
11/03/2000,00:00,7755.5,7800.5,7719.0,7779.0
11/06/2000,00:00,7801.5,7829.0,7753.5,7782.5
11/07/2000,00:00,7783.5,7783.5,7673.0,7723.0
11/08/2000,00:00,7759.5,7775.0,7640.5,7658.0
11/09/2000,00:00,7620.5,7664.0,7568.5,7574.0
11/10/2000,00:00,7600.5,7649.5,7467.0,7473.5
11/13/2000,00:00,7445.0,7463.0,7325.5,7382.5
11/14/2000,00:00,7419.5,7592.5,7416.5,7591.5
11/15/2000,00:00,7566.5,7594.5,7514.0,7577.5
11/16/2000,00:00,7550.5,7552.0,7436.0,7443.5
11/17/2000,00:00,7415.5,7473.5,7345.5,7365.0
11/20/2000,00:00,7385.5,7429.5,7220.5,7225.5
11/21/2000,00:00,7243.5,7310.5,7218.5,7295.5
11/22/2000,00:00,7251.5,7260.0,7101.0,7136.5
11/23/2000,00:00,7140.5,7247.5,7092.5,7227.0
11/24/2000,00:00,7254.5,7335.5,7193.5,7285.5
11/27/2000,00:00,7341.5,7427.5,7303.5,7314.5
11/28/2000,00:00,7302.5,7343.0,7228.0,7251.5
11/29/2000,00:00,7204.5,7279.0,7152.5,7219.5
11/30/2000,00:00,7165.5,7185.5,6981.0,7005.5
12/01/2000,00:00,7090.5,7161.5,7071.0,7125.5
12/04/2000,00:00,7115.5,7122.5,6959.5,7045.0
12/05/2000,00:00,7087.5,7250.0,7079.5,7238.5
12/06/2000,00:00,7305.5,7328.0,7217.5,7223.5
12/07/2000,00:00,7186.5,7265.0,7109.5,7180.5
12/08/2000,00:00,7210.5,7359.5,7210.5,7287.5
12/11/2000,00:00,7354.5,7416.0,7337.0,7395.5
12/12/2000,00:00,7394.5,7422.0,7338.5,7345.0
12/13/2000,00:00,7395.5,7411.5,7190.5,7217.5
12/14/2000,00:00,7170.5,7185.5,7053.0,7082.5
12/15/2000,00:00,7085.0,7108.0,7022.5,7027.5
12/18/2000,00:00,7068.5,7151.0,7030.0,7040.5
12/19/2000,00:00,7058.0,7186.5,6980.5,7175.5
12/20/2000,00:00,7050.5,7105.5,6892.5,6925.5
12/21/2000,00:00,6895.5,6967.5,6776.0,6883.5
12/22/2000,00:00,6924.5,6954.5,6867.5,6939.5
12/27/2000,00:00,6968.5,7030.5,6937.5,7010.5
12/28/2000,00:00,7045.5,7065.0,6992.0,6998.5
12/29/2000,00:00,7065.5,7140.5,7032.0,7113.5
01/02/2001,00:00,7075.5,7105.5,6937.0,6945.5
01/03/2001,00:00,6905.5,7129.5,6832.0,7094.5
01/04/2001,00:00,7175.5,7180.0,7023.5,7040.5
01/05/2001,00:00,7075.5,7139.5,7002.0,7031.0
01/08/2001,00:00,7019.5,7089.5,7010.5,7031.0
01/09/2001,00:00,7107.5,7121.5,7012.0,7035.5
01/10/2001,00:00,7065.5,7070.5,6944.0,7004.0
01/11/2001,00:00,7004.0,7139.0,6991.0,7133.0
01/12/2001,00:00,7135.5,7204.5,7123.0,7149.5
01/15/2001,00:00,7173.0,7209.0,7143.0,7182.5
01/16/2001,00:00,7185.5,7189.0,7101.5,7166.5
01/17/2001,00:00,7206.5,7322.0,7206.5,7302.0
01/18/2001,00:00,7270.5,7307.0,7240.5,7296.0
01/19/2001,00:00,7355.5,7385.0,7281.5,7310.0
01/22/2001,00:00,7315.5,7339.5,7244.5,7305.0
01/23/2001,00:00,7307.5,7355.5,7251.5,7351.5
01/24/2001,00:00,7373.0,7399.0,7332.5,7340.5
01/25/2001,00:00,7344.5,7422.5,7321.5,7387.5
01/26/2001,00:00,7322.0,7345.5,7297.0,7339.5
01/29/2001,00:00,7338.5,7395.5,7304.0,7388.5
01/30/2001,00:00,7389.5,7433.5,7348.5,7372.5
01/31/2001,00:00,7386.5,7430.0,7361.5,7408.0
02/01/2001,00:00,7384.5,7404.0,7343.5,7360.5
02/02/2001,00:00,7390.5,7393.5,7266.0,7275.5
02/05/2001,00:00,7242.5,7275.5,7236.0,7274.5
02/06/2001,00:00,7277.5,7329.5,7257.5,7321.5
02/07/2001,00:00,7277.5,7285.0,7224.5,7227.5
02/08/2001,00:00,7239.5,7299.0,7218.0,7263.5
02/09/2001,00:00,7236.5,7245.5,7131.5,7135.5
02/12/2001,00:00,7147.5,7204.5,7136.0,7197.0
02/13/2001,00:00,7213.5,7235.5,7174.0,7200.5
02/14/2001,00:00,7160.5,7172.5,7083.0,7122.5
02/15/2001,00:00,7137.5,7207.5,7111.5,7193.5
02/16/2001,00:00,7145.5,7158.0,7080.5,7080.5
02/19/2001,00:00,7105.5,7118.0,7075.5,7096.5
02/20/2001,00:00,7106.5,7156.0,7049.0,7070.5
02/21/2001,00:00,7035.5,7041.5,6936.0,6973.5
02/22/2001,00:00,6936.5,6984.0,6843.0,6887.5
02/23/2001,00:00,6923.5,6940.5,6682.5,6687.5
02/26/2001,00:00,6779.5,6833.5,6749.0,6800.5
02/27/2001,00:00,6813.0,6879.5,6778.5,6814.5
02/28/2001,00:00,6800.5,6907.0,6787.0,6820.0
03/01/2001,00:00,6780.5,6793.5,6710.5,6717.0
03/02/2001,00:00,6725.5,6800.5,6664.0,6794.5
03/05/2001,00:00,6794.5,6829.0,6746.0,6803.0
03/06/2001,00:00,6845.5,6922.5,6842.5,6912.5
03/07/2001,00:00,6874.5,6955.5,6866.0,6930.0
03/08/2001,00:00,6940.5,6950.5,6857.5,6871.5
03/09/2001,00:00,6840.5,6874.5,6800.5,6825.5
03/12/2001,00:00,6760.5,6765.5,6650.0,6652.0
03/13/2001,00:00,6575.5,6627.5,6540.5,6577.5
03/14/2001,00:00,6610.0,6614.5,6270.5,6407.5
03/15/2001,00:00,6455.5,6493.0,6374.0,6461.5
03/16/2001,00:00,6497.0,6505.5,6361.5,6375.5
03/19/2001,00:00,6406.0,6447.5,6279.5,6302.5
03/20/2001,00:00,6361.0,6420.5,6341.5,6414.0
03/21/2001,00:00,6310.5,6363.5,6229.5,6255.5
03/22/2001,00:00,6228.5,6242.5,5980.0,6012.5
03/23/2001,00:00,6130.5,6202.5,6093.5,6180.5
03/26/2001,00:00,6248.5,6384.5,6226.0,6379.0
03/27/2001,00:00,6335.5,6546.0,6316.0,6536.5
03/28/2001,00:00,6495.5,6507.5,6402.5,6422.5
03/29/2001,00:00,6383.5,6504.5,6334.0,6495.5
03/30/2001,00:00,6465.5,6565.5,6421.5,6431.0
04/02/2001,00:00,6529.5,6530.5,6317.5,6328.5
04/03/2001,00:00,6314.5,6325.0,6132.0,6164.0
04/04/2001,00:00,6130.5,6254.5,6003.5,6211.0
04/05/2001,00:00,6271.5,6408.5,6249.5,6396.0
04/06/2001,00:00,6437.5,6439.0,6271.0,6311.0
04/09/2001,00:00,6295.5,6435.0,6292.5,6403.5
04/10/2001,00:00,6413.0,6535.5,6406.5,6506.0
04/11/2001,00:00,6495.5,6635.5,6490.5,6564.0
04/12/2001,00:00,6584.5,6648.5,6533.0,6640.5
04/17/2001,00:00,6543.5,6584.0,6447.5,6548.0
04/18/2001,00:00,6663.5,6809.0,6649.5,6793.5
04/19/2001,00:00,6800.5,6808.5,6727.0,6801.5
04/20/2001,00:00,6817.5,6824.5,6720.0,6739.5
04/23/2001,00:00,6735.5,6737.5,6651.0,6672.5
04/24/2001,00:00,6680.5,6786.0,6675.5,6758.5
04/25/2001,00:00,6706.5,6767.5,6682.5,6761.0
04/26/2001,00:00,6763.5,6790.5,6678.5,6772.5
04/27/2001,00:00,6721.5,6818.5,6695.5,6799.5
04/30/2001,00:00,6815.5,6901.0,6805.5,6878.5
05/02/2001,00:00,6900.5,6909.0,6812.0,6850.0
05/03/2001,00:00,6860.5,6869.5,6684.5,6696.5
05/04/2001,00:00,6705.5,6768.0,6626.0,6765.0
05/07/2001,00:00,6779.5,6818.5,6719.0,6744.5
05/08/2001,00:00,6725.5,6799.5,6694.0,6730.5
05/09/2001,00:00,6700.5,6719.5,6645.5,6683.5
05/10/2001,00:00,6696.0,6841.5,6696.0,6797.5
05/11/2001,00:00,6755.5,6811.5,6738.5,6751.5
05/14/2001,00:00,6725.5,6730.0,6656.5,6668.0
05/15/2001,00:00,6711.5,6716.5,6638.5,6665.5
05/16/2001,00:00,6655.5,6785.5,6572.0,6785.5
05/17/2001,00:00,6842.5,6850.5,6753.0,6779.5
05/18/2001,00:00,6750.5,6834.5,6737.5,6803.5
05/21/2001,00:00,6830.5,6882.5,6750.5,6858.5
05/22/2001,00:00,6884.5,6958.0,6861.5,6882.5
05/23/2001,00:00,6858.5,6908.5,6827.0,6855.5
05/24/2001,00:00,6826.5,6928.5,6816.0,6892.5
05/25/2001,00:00,6892.5,6920.5,6820.0,6840.5
05/28/2001,00:00,6820.5,6890.5,6804.0,6829.5
05/29/2001,00:00,6834.5,6857.0,6727.5,6735.0
05/30/2001,00:00,6705.5,6723.5,6657.5,6660.5
05/31/2001,00:00,6635.5,6768.5,6604.0,6758.5
06/01/2001,00:00,6720.5,6791.0,6667.0,6749.0
06/04/2001,00:00,6755.5,6801.5,6749.5,6778.0
06/05/2001,00:00,6815.5,6874.5,6764.0,6869.5
06/06/2001,00:00,6881.5,6885.5,6783.0,6813.0
06/07/2001,00:00,6810.5,6832.5,6766.5,6822.5
06/08/2001,00:00,6840.5,6878.0,6778.0,6787.5
06/11/2001,00:00,6787.5,6838.5,6745.5,6780.0
06/12/2001,00:00,6770.5,6780.0,6634.5,6670.0
06/13/2001,00:00,6703.5,6753.0,6681.5,6728.0
06/14/2001,00:00,6695.5,6703.5,6621.5,6629.5
06/15/2001,00:00,6665.5,6700.5,6562.5,6606.5
06/18/2001,00:00,6625.5,6625.5,6523.5,6546.5
06/19/2001,00:00,6565.5,6653.5,6561.5,6601.5
06/20/2001,00:00,6536.5,6565.5,6485.5,6548.0
06/21/2001,00:00,6590.0,6597.5,6503.5,6587.5
06/22/2001,00:00,6583.5,6623.5,6539.5,6573.5
06/25/2001,00:00,6545.5,6619.5,6536.5,6569.5
06/26/2001,00:00,6538.5,6547.0,6432.5,6512.5
06/27/2001,00:00,6505.5,6519.5,6478.0,6504.5
06/28/2001,00:00,6484.5,6640.5,6419.5,6638.5
06/29/2001,00:00,6635.5,6729.0,6619.5,6720.5
07/02/2001,00:00,6679.0,6796.0,6663.5,6773.0
07/03/2001,00:00,6755.5,6772.5,6700.0,6729.0
07/04/2001,00:00,6727.5,6744.5,6658.5,6666.5
07/05/2001,00:00,6606.0,6706.0,6596.0,6649.5
07/06/2001,00:00,6593.5,6606.5,6504.5,6517.5
07/09/2001,00:00,6535.5,6554.5,6443.5,6532.5
07/10/2001,00:00,6537.5,6581.5,6457.5,6457.5
07/11/2001,00:00,6405.5,6467.0,6385.5,6456.0
07/12/2001,00:00,6545.5,6577.5,6513.0,6545.5
07/13/2001,00:00,6546.5,6601.0,6498.5,6586.5
07/16/2001,00:00,6580.5,6580.5,6486.0,6495.5
07/17/2001,00:00,6475.5,6501.5,6439.5,6499.5
07/18/2001,00:00,6463.5,6469.0,6358.0,6370.5
07/19/2001,00:00,6401.5,6469.5,6352.0,6445.5
07/20/2001,00:00,6405.5,6428.0,6356.5,6396.0
07/23/2001,00:00,6375.5,6493.0,6347.0,6446.5
07/24/2001,00:00,6385.5,6431.0,6304.5,6305.0
07/25/2001,00:00,6322.5,6375.5,6192.0,6215.5
07/26/2001,00:00,6265.5,6315.0,6217.0,6312.0
07/27/2001,00:00,6335.5,6422.5,6329.5,6401.5
07/30/2001,00:00,6365.5,6475.5,6355.5,6433.0
07/31/2001,00:00,6435.5,6504.5,6399.0,6493.5
08/01/2001,00:00,6467.5,6505.5,6454.0,6484.0
08/02/2001,00:00,6490.5,6573.5,6400.5,6416.0
08/03/2001,00:00,6438.5,6449.0,6379.0,6393.5
08/06/2001,00:00,6393.5,6442.5,6346.5,6399.5
08/07/2001,00:00,6370.5,6424.5,6329.0,6389.5
08/08/2001,00:00,6348.0,6369.5,6248.0,6257.5
08/09/2001,00:00,6200.5,6222.5,6103.5,6144.0
08/10/2001,00:00,6170.5,6207.0,6018.5,6077.0
08/13/2001,00:00,6073.0,6135.0,6033.0,6113.5
08/14/2001,00:00,6142.5,6203.5,6123.5,6157.5
08/15/2001,00:00,6132.5,6164.5,6056.5,6085.5
08/16/2001,00:00,6035.5,6043.5,5962.0,5995.5
08/17/2001,00:00,6014.0,6043.5,5799.5,5842.0
08/20/2001,00:00,5835.5,5893.0,5751.5,5817.5
08/21/2001,00:00,5845.5,5879.5,5795.5,5858.5
08/22/2001,00:00,5783.5,5950.5,5770.0,5855.5
08/23/2001,00:00,5871.5,5905.5,5809.0,5880.5
08/24/2001,00:00,5908.5,6053.5,5902.5,6035.5
08/27/2001,00:00,6041.5,6079.5,6003.5,6031.5
08/28/2001,00:00,6030.5,6077.5,5906.0,5931.5
08/29/2001,00:00,5900.5,5970.5,5862.5,5920.5
08/30/2001,00:00,5936.5,5956.0,5773.0,5785.5
08/31/2001,00:00,5790.5,5848.5,5752.5,5802.5
09/03/2001,00:00,5780.5,5792.0,5681.0,5716.5
09/04/2001,00:00,5783.5,5843.5,5650.0,5823.5
09/05/2001,00:00,5745.5,5769.5,5640.5,5671.5
09/06/2001,00:00,5720.5,5725.5,5462.0,5492.5
09/07/2001,00:00,5515.5,5527.5,5320.5,5331.5
09/10/2001,00:00,5318.5,5372.5,5140.5,5292.5
09/11/2001,00:00,5330.5,5398.5,4728.5,4876.0
09/12/2001,00:00,4785.5,5015.5,4758.5,4945.5
09/13/2001,00:00,4992.5,5007.5,4885.5,4976.0
09/14/2001,00:00,5004.5,5049.5,4731.5,4755.5
09/17/2001,00:00,4770.0,4952.0,4592.5,4830.0
09/18/2001,00:00,4770.0,4825.5,4729.5,4799.5
09/19/2001,00:00,4799.5,4892.5,4621.5,4646.0
09/20/2001,00:00,4710.5,4715.0,4378.5,4389.0
09/21/2001,00:00,4365.5,4466.5,4176.0,4440.5
09/24/2001,00:00,4555.5,4698.5,4508.5,4691.5
09/25/2001,00:00,4617.5,4775.5,4589.0,4658.5
09/26/2001,00:00,4713.5,4826.5,4670.5,4695.5
09/27/2001,00:00,4705.5,4813.5,4688.0,4806.5
09/28/2001,00:00,4890.5,4962.5,4882.0,4925.5
10/01/2001,00:00,4930.5,4930.5,4819.5,4904.5
10/02/2001,00:00,4885.5,4938.0,4795.5,4914.0
10/03/2001,00:00,4915.5,5084.0,4819.0,5066.5
10/04/2001,00:00,5087.0,5198.5,5052.5,5190.5
10/05/2001,00:00,5125.5,5234.5,5083.0,5124.5
