Reward,Capital,AvgRw,percMiss,percHit,percHold
-502.0,11191.0,19.59894921190893,50,48,28
410.5,11601.5,20.282342657342657,50,48,28
160.5,11762.0,20.527050610820243,50,49,28
333.5,12095.5,21.072299651567945,50,49,28
660.5,12756.0,22.184347826086956,50,49,28
-502.0,12254.0,21.274305555555557,50,49,28
160.5,12414.5,21.515597920277298,50,49,28
-602.0,11812.5,20.436851211072664,50,49,28
-602.0,11210.5,19.36183074265976,50,49,28
58.5,11269.0,19.429310344827588,50,49,28
-77.0,11192.0,19.263339070567987,50,49,28
-627.0,10565.0,18.152920962199314,50,48,28
-727.0,9838.0,16.874785591766724,50,48,28
573.0,10411.0,17.82705479452055,50,48,28
-327.0,10084.0,17.237606837606837,50,48,28
208.5,10292.5,17.563993174061434,50,48,28
535.5,10828.0,18.44633730834753,50,49,28
785.5,11613.5,19.750850340136054,50,49,28
-127.0,11486.5,19.50169779286927,50,49,28
148.0,11634.5,19.719491525423727,50,49,28
260.5,11895.0,20.126903553299492,50,49,28
146.0,12041.0,20.339527027027028,50,49,28
10.5,12051.5,20.32293423271501,50,49,27
1248.0,13299.5,22.38973063973064,50,49,27
23.0,13322.5,22.39075630252101,50,49,27
848.0,14170.5,23.776006711409394,50,49,27
-514.5,13656.0,22.87437185929648,50,49,27
271.0,13927.0,23.289297658862875,50,49,27
-589.5,13337.5,22.26627712854758,50,49,28
-527.0,12810.5,21.350833333333334,50,49,28
560.5,13371.0,22.24792013311148,50,49,28
360.5,13731.5,22.809800664451828,50,49,28
460.5,14192.0,23.53565505804312,50,49,28
-141.5,14050.5,23.262417218543046,50,49,27
423.0,14473.5,23.92314049586777,50,49,27
-39.5,14434.0,23.818481848184817,50,49,27
273.0,14707.0,24.228995057660626,50,49,27
-564.5,14142.5,23.260690789473685,50,49,27
1198.0,15340.5,25.189655172413794,50,49,27
121.0,15461.5,25.34672131147541,50,49,27
423.0,15884.5,25.997545008183305,49,49,27
-502.0,15382.5,25.13480392156863,50,49,27
-514.5,14868.0,24.254486133768353,50,49,28
398.0,15266.0,24.863192182410423,50,49,28
-189.5,15076.5,24.514634146341464,50,49,27
146.0,15222.5,24.711850649350648,50,49,27
123.0,15345.5,24.871150729335493,49,49,27
-127.0,15218.5,24.625404530744337,50,49,27
73.0,15291.5,24.703554119547658,49,49,27
-539.5,14752.0,23.793548387096774,50,49,27
333.5,15085.5,24.292270531400966,49,49,27
810.5,15896.0,25.556270096463024,49,50,27
860.5,16756.5,26.896468699839485,49,50,27
635.5,17392.0,27.871794871794872,49,50,27
798.0,18190.0,29.104,49,50,27
196.0,18386.0,29.370607028753994,49,50,27
-14.5,18371.5,29.300637958532697,49,50,27
310.5,18682.0,29.748407643312103,49,50,27
-589.5,18092.5,28.763910969793322,49,50,27
760.5,18853.0,29.925396825396824,49,50,27
1010.5,19863.5,31.479397781299525,49,50,27
196.0,20059.5,31.73971518987342,49,50,27
73.0,20132.5,31.80489731437599,49,50,27
-589.5,19543.0,30.824921135646687,49,50,27
848.0,20391.0,32.111811023622046,49,50,27
-339.5,20051.5,31.52751572327044,49,50,27
898.0,20949.5,32.88775510204081,49,50,27
133.5,21083.0,33.04545454545455,49,50,27
1610.5,22693.5,35.514084507042256,49,50,27
-2.0,22691.5,35.45546875,49,50,27
-577.0,22114.5,34.5,49,50,27
273.0,22387.5,34.87149532710281,49,50,27
1510.5,23898.0,37.16640746500778,49,50,27
396.0,24294.0,37.72360248447205,49,50,27
-614.5,23679.5,36.71240310077519,49,50,27
-527.0,23152.5,35.839783281733745,49,50,27
-539.5,22613.0,34.95054095826893,49,50,27
-714.5,21898.5,33.79398148148148,49,50,27
-514.5,21384.0,32.94915254237288,49,50,27
-991.5,20392.5,31.373076923076923,49,50,27
-552.0,19840.5,30.476958525345623,49,50,27
-552.0,19288.5,29.583588957055216,49,50,28
-577.0,18711.5,28.65467075038285,49,50,28
-514.5,18197.0,27.82415902140673,49,50,28
-527.0,17670.0,26.977099236641223,49,49,28
121.0,17791.0,27.120426829268293,49,50,28
-614.5,17176.5,26.143835616438356,49,49,28
-514.5,16662.0,25.322188449848024,50,49,28
-1664.5,14997.5,22.75796661608498,50,49,28
-689.5,14308.0,21.67878787878788,50,49,28
160.5,14468.5,21.888804841149774,50,49,28
283.5,14752.0,22.283987915407856,50,49,28
-514.5,14237.5,21.474358974358974,50,49,28
-527.0,13710.5,20.648343373493976,50,49,28
-577.0,13133.5,19.749624060150374,50,49,29
1410.5,14544.0,21.83783783783784,50,49,28
1385.5,15929.5,23.88230884557721,50,49,28
-291.5,15638.0,23.410179640718564,50,49,28
1348.0,16986.0,25.390134529147982,50,49,28
-577.0,16409.0,24.491044776119402,50,49,28
-677.0,15732.0,23.445603576751118,50,49,29
